ID,Recency,Recency_Level,Frequency,Frequency_Level,Monetary_Value,Monetary_Value_Level,Observation_Period,Churn
1108,172,High,29,Low,6736.79,Medium,1662,1
1109,383,High,12,Low,496.08,Low,1,1
1110,41,Low,42,Low,15877.97,High,2309,0
1111,31,Low,49,Low,5945.86,Medium,2416,0
1112,32,Low,52,Medium,22803.85,High,2323,0
1113,456,High,21,Low,3059.88,Medium,1,1
1114,34,Low,52,Medium,8640.97,Medium,2143,0
1115,57,Medium,32,Low,4401.79,Medium,2304,0
1116,350,High,13,Low,143.82,Low,1,1
1117,40,Low,31,Low,2636.27,Medium,2056,0
1118,50,Low,29,Low,2832.1,Medium,2296,0
1119,230,High,22,Low,4573.9,Medium,449,1
1120,40,Low,47,Low,4337.18,Medium,2372,0
1121,39,Low,93,Medium,67941.68,High,2390,0
1122,48,Low,27,Low,4211.52,Medium,2326,0
1123,108,High,21,Low,370.56,Low,1,1
1124,34,Low,37,Low,5954,Medium,2384,0
1125,216,High,14,Low,1192.04,Medium,325,1
1126,61,Medium,20,Low,1078.8,Medium,317,0
1127,229,High,14,Low,213.31,Low,137,1
1128,177,High,29,Low,6308.8,Medium,1692,0
1129,44,Low,33,Low,3588.69,Medium,2368,0
1130,239,High,24,Low,1574.13,Medium,1307,1
1131,316,High,25,Low,3585.02,Medium,281,1
1132,75,Medium,41,Low,3666.39,Medium,2165,0
1133,44,Low,26,Low,4004.98,Medium,1119,1
1134,269,High,24,Low,1516.4,Medium,776,1
1135,72,Medium,40,Low,4611.51,Medium,2214,0
1136,32,Low,22,Low,1276.8,Medium,315,0
1137,46,Low,47,Low,15440.61,High,2243,0
1138,40,Low,25,Low,2612.57,Medium,608,0
1139,88,Medium,29,Low,2922.21,Medium,1826,1
1140,45,Low,34,Low,2394.15,Medium,2247,0
1141,72,Medium,19,Low,2250.16,Medium,1050,0
1142,72,Medium,29,Low,9112.07,Medium,1353,0
1143,39,Low,52,Medium,13412.59,High,2358,0
1144,48,Low,32,Low,5350.16,Medium,2311,0
1145,76,Medium,73,Medium,26726.77,High,2197,0
1146,106,High,42,Low,9698.7,Medium,1982,0
1147,33,Low,125,High,37847.22,High,2424,0
1148,366,High,26,Low,885.42,Low,686,0
1149,35,Low,55,Medium,17247.92,High,1480,0
1150,89,Medium,16,Low,1057.42,Medium,593,1
1151,59,Medium,39,Low,4295.29,Medium,2276,0
1152,208,High,25,Low,1784.6,Medium,1301,1
1153,78,Medium,49,Low,4417.24,Medium,2186,0
1154,43,Low,17,Low,1268.06,Medium,1270,1
1155,213,High,24,Low,2917.32,Medium,1440,0
1156,43,Low,59,Medium,18994.42,High,2296,0
1157,349,High,20,Low,381.37,Low,1,1
1158,36,Low,15,Low,174.83,Low,1,0
1159,412,High,17,Low,329.86,Low,91,1
1160,34,Low,22,Low,3788.56,Medium,124,0
1161,48,Low,15,Low,744.75,Low,256,0
1162,32,Low,21,Low,1130.25,Medium,135,0
1163,36,Low,24,Low,1815.59,Medium,2336,0
1164,247,High,23,Low,1605.44,Medium,1334,1
1165,63,Medium,35,Low,9722.44,Medium,2260,0
1166,32,Low,37,Low,7493.44,Medium,2414,0
1167,61,Medium,18,Low,1729.21,Medium,484,0
1168,40,Low,21,Low,4025.45,Medium,2026,0
1169,32,Low,20,Low,957.92,Low,112,0
1170,31,Low,75,Medium,21677.46,High,2401,0
1171,34,Low,44,Low,3411.08,Medium,2378,0
1172,313,High,14,Low,684.72,Low,82,0
1173,60,Medium,31,Low,2245.49,Medium,2228,0
1174,176,High,26,Low,5623.41,Medium,178,1
1175,35,Low,86,Medium,41454.2,High,2399,0
1176,49,Low,36,Low,3381.46,Medium,2315,0
1177,35,Low,45,Low,19376.69,High,1344,0
1178,97,Medium,23,Low,3105.79,Medium,1082,0
1179,32,Low,32,Low,4150.09,Medium,2273,0
1180,260,High,30,Low,3108.86,Medium,1236,1
1181,39,Low,20,Low,545.87,Low,866,0
1182,62,Medium,24,Low,1881.5,Medium,1987,0
1183,152,High,16,Low,845.51,Low,97,0
1184,32,Low,68,Medium,32577.56,High,2384,0
1185,214,High,22,Low,464.44,Low,299,1
1186,35,Low,26,Low,18725.59,High,323,0
1187,34,Low,42,Low,8515.47,Medium,2219,0
1188,51,Medium,23,Low,2390.02,Medium,604,1
1189,393,High,17,Low,560.5,Low,119,1
1190,32,Low,49,Low,14909.69,High,2384,0
1191,53,Medium,63,Medium,28130.51,High,2279,0
1192,363,High,13,Low,232,Low,1,1
1193,32,Low,46,Low,6169.68,Medium,2412,0
1194,45,Low,19,Low,308.33,Low,1,0
1195,66,Medium,29,Low,3532,Medium,2149,1
1196,201,High,21,Low,147,Low,1,1
1197,103,High,25,Low,2958.96,Medium,2018,0
1198,139,High,25,Low,1638.4,Medium,1640,0
1199,45,Low,50,Low,11212.18,High,1787,0
1200,116,High,19,Low,1410.4,Medium,1782,0
1201,62,Medium,22,Low,477.25,Low,475,1
1202,147,High,77,Medium,25149.35,High,1798,1
1203,245,High,23,Low,1011.8,Medium,683,0
1204,46,Low,19,Low,279.56,Low,1,0
1205,35,Low,43,Low,12024.74,High,2356,0
1206,178,High,23,Low,4802.95,Medium,1426,0
1207,43,Low,37,Low,5717.53,Medium,2093,0
1208,156,High,30,Low,4743.81,Medium,1784,0
1209,47,Low,76,Medium,20074.92,High,2340,0
1210,46,Low,33,Low,9077.16,Medium,2335,0
1211,49,Low,28,Low,2242.94,Medium,1164,0
1212,55,Medium,45,Low,5312.6,Medium,2294,0
1213,48,Low,55,Medium,10186.05,High,2321,0
1214,35,Low,34,Low,3110.99,Medium,2287,0
1215,69,Medium,27,Low,2093.63,Medium,1134,0
1216,53,Medium,29,Low,3657.69,Medium,1903,0
1217,32,Low,322,High,13544.98073,High,2423,0
1218,233,High,19,Low,5206.5,Medium,624,1
1219,147,High,21,Low,2179.97,Medium,1525,0
1220,48,Low,46,Low,3124.89,Medium,2335,1
1221,39,Low,21,Low,538,Low,143,0
1222,218,High,21,Low,1624.42,Medium,1445,1
1223,177,High,39,Low,9928.84,Medium,1689,1
1224,67,Medium,21,Low,2645.83,Medium,695,0
1225,363,High,16,Low,833.58,Low,734,1
1226,145,High,50,Low,11597.9,High,1849,1
1227,52,Medium,26,Low,2290.29,Medium,2000,0
1228,164,High,43,Low,3527.06,Medium,1731,0
1229,32,Low,19,Low,1458.73,Medium,2281,0
1230,342,High,24,Low,3277.59,Medium,839,1
1231,44,Low,40,Low,9745.03,Medium,2342,0
1232,94,Medium,53,Medium,10842.21,High,2102,0
1233,210,High,13,Low,264.93,Low,1,0
1234,101,High,49,Low,18657.66,High,2058,0
1235,79,Medium,31,Low,2056.87,Medium,944,0
1236,171,High,17,Low,257,Low,1,0
1237,306,High,25,Low,5542.34,Medium,1011,1
1238,71,Medium,18,Low,426.66,Low,357,0
1239,35,Low,28,Low,3788.06,Medium,702,0
1240,173,High,26,Low,3248.42,Medium,1618,1
1241,115,High,44,Low,9161.97,Medium,2010,1
1242,46,Low,37,Low,9233.06,Medium,2335,0
1243,38,Low,55,Medium,10415.56,High,2014,0
1244,54,Medium,40,Low,4362.22,Medium,2224,0
1245,228,High,42,Low,9476.77,Medium,1149,1
1246,45,Low,33,Low,3815.39,Medium,1565,0
1247,70,Medium,36,Low,13911.68,High,2211,0
1248,111,High,19,Low,4187.49,Medium,212,1
1249,68,Medium,27,Low,1629.59,Medium,2214,1
1250,91,Medium,20,Low,2229.78,Medium,802,0
1251,152,High,24,Low,2304.64,Medium,598,0
1252,33,Low,48,Low,12164.97,High,2384,0
1253,40,Low,22,Low,2148.04,Medium,968,0
1254,31,Low,44,Low,7013.14,Medium,1992,0
1255,485,High,19,Low,386.76,Low,1,1
1256,368,High,15,Low,259.7,Low,1,1
1257,43,Low,18,Low,2049.08,Medium,552,0
1258,173,High,25,Low,1561.34,Medium,1636,0
1259,57,Medium,45,Low,4146.83,Medium,1995,0
1260,51,Medium,29,Low,1844.2,Medium,1974,0
1261,64,Medium,31,Low,6536.82,Medium,2091,0
1262,55,Medium,61,Medium,9891.06,Medium,2294,0
1263,470,High,16,Low,357.66,Low,1,1
1264,57,Medium,16,Low,1156.93,Medium,159,0
1265,153,High,23,Low,2972.45,Medium,1764,0
1266,307,High,24,Low,1837.46,Medium,1021,1
1267,33,Low,37,Low,3966.76,Medium,2391,0
1268,39,Low,48,Low,20787.37,High,1991,0
1269,152,High,21,Low,1220.01,Medium,1795,0
1270,146,High,35,Low,4300.68,Medium,1713,0
1271,52,Medium,45,Low,7481.77,Medium,2305,0
1272,98,Medium,48,Low,5601.07,Medium,2065,1
1273,74,Medium,27,Low,362.06,Low,1844,1
1274,32,Low,27,Low,16557.93,High,2327,0
1275,43,Low,51,Medium,10767.26,High,2224,0
1276,44,Low,21,Low,172,Low,1,1
1277,57,Medium,25,Low,965.78,Low,1244,0
1278,277,High,19,Low,607.7,Low,173,1
1279,44,Low,33,Low,4878.39,Medium,2361,0
1280,55,Medium,27,Low,1583.57,Medium,582,0
1281,31,Low,203,High,13169.4025,High,2429,0
1282,50,Low,71,Medium,8165.084,Medium,2324,0
1283,36,Low,22,Low,1401.86,Medium,2342,0
1284,37,Low,55,Medium,8051.69,Medium,2386,0
1285,279,High,55,Medium,20435.97,High,1167,1
1286,69,Medium,34,Low,3050.31,Medium,2201,0
1287,33,Low,49,Low,14477.91,High,2384,0
1288,86,Medium,27,Low,1756.98,Medium,1994,0
1289,42,Low,25,Low,2311.61,Medium,530,0
1290,72,Medium,19,Low,1077.61,Medium,630,0
1291,44,Low,45,Low,4037.04,Medium,2346,0
1292,37,Low,48,Low,5221.11,Medium,2392,0
1293,87,Medium,27,Low,3122.99,Medium,2076,1
1294,307,High,15,Low,1570.48,Medium,567,1
1295,121,High,27,Low,2584.4,Medium,1953,1
1296,38,Low,63,Medium,15559.75,High,2399,0
1297,268,High,20,Low,553.14,Low,1012,1
1298,34,Low,32,Low,3459.12,Medium,2360,0
1299,219,High,30,Low,4133.6,Medium,1437,1
1300,35,Low,85,Medium,18691,High,2387,0
1301,55,Medium,29,Low,1888,Medium,1136,0
1302,74,Medium,14,Low,461.06,Low,1,1
1303,176,High,30,Low,2118.83,Medium,1692,1
1304,51,Medium,20,Low,3823.6,Medium,2298,0
1305,34,Low,66,Medium,46557.58,High,2399,0
1306,34,Low,62,Medium,8574.59,Medium,2361,0
1307,42,Low,46,Low,31525.41,High,2026,0
1308,33,Low,98,Medium,37544.33,High,2320,0
1309,32,Low,48,Low,7758.9,Medium,2090,0
1310,31,Low,23,Low,2290.04,Medium,996,0
1311,266,High,28,Low,4766.94,Medium,1183,1
1312,35,Low,181,High,57117.56,High,2386,0
1313,183,High,16,Low,326.39,Low,116,0
1314,33,Low,53,Medium,10469.85,High,1806,0
1315,44,Low,24,Low,1999.36,Medium,1801,0
1316,32,Low,54,Medium,9978.72,Medium,2373,0
1317,43,Low,27,Low,3520.31,Medium,2256,0
1318,42,Low,37,Low,4750.2,Medium,2157,0
1319,214,High,24,Low,4423.74,Medium,735,1
1320,33,Low,68,Medium,74729.8,High,2424,0
1321,347,High,21,Low,728.47,Low,600,1
1322,37,Low,38,Low,12926.61,High,606,0
1323,42,Low,33,Low,19813.51,High,2336,0
1324,217,High,21,Low,2322.26,Medium,1465,1
1325,204,High,23,Low,1761.23,Medium,1422,0
1326,76,Medium,28,Low,1687.08,Medium,2012,1
1327,44,Low,90,Medium,33652.62,High,2360,0
1328,40,Low,18,Low,974.66,Low,223,0
1329,257,High,23,Low,1546.87,Medium,1263,1
1330,32,Low,53,Medium,22644.08,High,1524,0
1331,39,Low,37,Low,9172.73,Medium,2284,0
1332,163,High,36,Low,7076.24,Medium,1743,0
1333,380,High,28,Low,1592,Medium,684,1
1334,176,High,24,Low,2011.95,Medium,1507,1
1335,177,High,37,Low,5320.44,Medium,1699,1
1336,508,High,14,Low,447.34,Low,19,1
1337,34,Low,59,Medium,12566.72,High,2416,0
1338,58,Medium,54,Medium,26901.93,High,2277,0
1339,35,Low,37,Low,3600.4,Medium,2368,0
1340,39,Low,56,Medium,12492.35,High,2369,0
1341,58,Medium,40,Low,6928.01,Medium,2205,0
1342,360,High,15,Low,907,Low,520,1
1343,217,High,16,Low,2136.29,Medium,623,0
1344,34,Low,28,Low,7135.48,Medium,2343,0
1345,186,High,19,Low,1140.88,Medium,452,1
1346,32,Low,38,Low,4170.85,Medium,1482,0
1347,44,Low,54,Medium,13820.46,High,1716,0
1348,45,Low,32,Low,5547.65,Medium,928,0
1349,32,Low,27,Low,26016.94,High,1257,0
1350,70,Medium,21,Low,1184.46,Medium,856,0
1351,93,Medium,30,Low,11174.56,High,2083,1
1352,37,Low,28,Low,12720.91,High,2291,0
1353,36,Low,59,Medium,9787.85,Medium,2377,0
1354,59,Medium,36,Low,9045.79,Medium,1336,0
1355,121,High,32,Low,3153.46,Medium,1968,0
1356,322,High,36,Low,480.39,Low,233,1
1357,78,Medium,27,Low,2281.29,Medium,2073,0
1358,76,Medium,72,Medium,7096.317,Medium,2156,1
1359,35,Low,40,Low,5332.28,Medium,2334,0
1360,34,Low,42,Low,5870.27,Medium,2380,0
1361,76,Medium,33,Low,6635.09,Medium,2086,0
1362,36,Low,162,High,5407.5885,Medium,2389,0
1363,32,Low,113,High,27619.96,High,1678,0
1364,51,Medium,18,Low,499,Low,1,0
1365,63,Medium,20,Low,481.76,Low,1,0
1366,48,Low,28,Low,4819.29,Medium,1211,0
1367,467,High,13,Low,418.07,Low,1,1
1368,97,Medium,26,Low,1704.14,Medium,1692,0
1369,41,Low,19,Low,1107.24,Medium,188,0
1370,141,High,17,Low,354.85,Low,1,0
1371,42,Low,28,Low,7892.97,Medium,2359,0
1372,231,High,39,Low,14370.05,High,1427,1
1373,216,High,26,Low,2899.69,Medium,1433,1
1374,34,Low,63,Medium,6914.63,Medium,2382,0
1375,48,Low,51,Medium,16215.07,High,2321,0
1376,346,High,14,Low,415.9,Low,1,1
1377,193,High,19,Low,869.18,Low,1344,1
1378,54,Medium,27,Low,2022.11,Medium,954,0
1379,51,Medium,30,Low,10350.78,High,2332,0
1380,145,High,27,Low,6094.9,Medium,1831,1
1381,37,Low,49,Low,8475.05,Medium,2386,0
1382,60,Medium,129,High,67244.8,High,2282,0
1383,245,High,37,Low,1889.5,Medium,1324,1
1384,34,Low,29,Low,2915.05,Medium,1622,0
1385,36,Low,32,Low,4055.51,Medium,2277,0
1386,67,Medium,32,Low,7188.88,Medium,1748,0
1387,101,High,28,Low,2462.29,Medium,1996,1
1388,31,Low,32,Low,5292.99,Medium,2292,0
1389,118,High,45,Low,4283.28,Medium,1964,1
1390,42,Low,34,Low,5231.79,Medium,2376,0
1391,84,Medium,34,Low,3900.47,Medium,2127,1
1392,38,Low,55,Medium,6681.23,Medium,2125,0
1393,50,Low,18,Low,2041.14,Medium,560,0
1394,252,High,20,Low,2166.76,Medium,1053,1
1395,32,Low,23,Low,1416.88,Medium,567,0
1396,34,Low,54,Medium,6524.02,Medium,2310,0
1397,55,Medium,76,Medium,35229.89,High,2302,0
1398,39,Low,36,Low,2889.41,Medium,2273,0
1399,121,High,32,Low,6708.68,Medium,1942,0
1400,35,Low,65,Medium,25299.45,High,2407,0
1401,114,High,33,Low,8129.21,Medium,1992,0
1402,139,High,27,Low,3996.56,Medium,1821,1
1403,262,High,19,Low,3564.93,Medium,386,0
1404,142,High,13,Low,558.66,Low,1,0
1405,32,Low,17,Low,781.19,Low,1,0
1406,178,High,13,Low,2378.35,Medium,126,0
1407,161,High,22,Low,1327.23,Medium,285,0
1408,48,Low,19,Low,1855.35,Medium,742,0
1409,68,Medium,24,Low,2045.97,Medium,2198,0
1410,37,Low,40,Low,6306.77,Medium,1959,0
1411,98,Medium,17,Low,1088.34,Medium,196,1
1412,426,High,24,Low,2314.01,Medium,349,1
1413,223,High,28,Low,1421.56,Medium,1418,1
1414,51,Medium,16,Low,741.69,Low,374,0
1415,153,High,25,Low,1137.55,Medium,1703,1
1416,34,Low,134,High,39448.83,High,2422,0
1417,32,Low,37,Low,6949.29,Medium,2393,0
1418,117,High,29,Low,2732.86,Medium,1913,0
1419,52,Medium,27,Low,1509.01,Medium,1640,1
1420,181,High,28,Low,3125.56,Medium,598,1
1421,280,High,27,Low,2153.32,Medium,1050,1
1422,442,High,20,Low,911.78,Low,375,1
1423,71,Medium,40,Low,4659.3,Medium,2226,0
1424,232,High,15,Low,729.38,Low,363,1
1425,143,High,22,Low,1429.4,Medium,1730,0
1426,35,Low,31,Low,5280.22,Medium,2398,0
1427,31,Low,25,Low,9200.1,Medium,845,0
1428,41,Low,32,Low,4751.6,Medium,2013,0
1429,146,High,35,Low,2857.42,Medium,1800,0
1430,171,High,29,Low,3079.26,Medium,1719,1
1431,177,High,25,Low,1730.88,Medium,1680,1
1432,106,High,21,Low,3362.91,Medium,374,0
1433,357,High,31,Low,1329.47,Medium,782,1
1434,150,High,31,Low,4037.92,Medium,1685,1
1435,44,Low,21,Low,379.43,Low,1,0
1436,50,Low,36,Low,6584.24,Medium,1958,0
1437,33,Low,55,Medium,4816.57,Medium,2375,0
1438,47,Low,48,Low,8175.91,Medium,2045,0
1439,106,High,51,Medium,79200.7,High,2037,1
1440,31,Low,48,Low,7223.12,Medium,2404,0
1441,104,High,22,Low,1036.22,Medium,1547,0
1442,37,Low,60,Medium,35555.43,High,2379,0
1443,44,Low,85,Medium,24744.36,High,2368,0
1444,91,Medium,17,Low,632.43,Low,903,0
1445,248,High,43,Low,10536.95,High,1306,1
1446,34,Low,27,Low,5838.21,Medium,994,0
1447,38,Low,37,Low,16844.79,High,2127,0
1448,31,Low,78,Medium,22799.2,High,2407,0
1449,85,Medium,27,Low,3838.24,Medium,1036,0
1450,35,Low,62,Medium,14569.73,High,2345,0
1451,317,High,26,Low,3333.73,Medium,902,1
1452,56,Medium,30,Low,4982.03,Medium,2298,0
1453,63,Medium,27,Low,8159.88,Medium,1548,0
1454,41,Low,66,Medium,20233.97,High,2365,0
1455,38,Low,22,Low,6364.4,Medium,668,0
1456,133,High,72,Medium,23241.63,High,1903,1
1457,45,Low,49,Low,19379.58,High,2334,0
1458,35,Low,43,Low,7195.72,Medium,2415,0
1459,251,High,29,Low,7673.84,Medium,1316,0
1460,38,Low,48,Low,7360.8,Medium,2337,0
1461,203,High,14,Low,1036.89,Medium,1,0
1462,142,High,25,Low,1387.27,Medium,336,0
1463,38,Low,72,Medium,14368.44,High,2022,0
1464,35,Low,116,High,45096.41,High,2410,0
1465,55,Medium,61,Medium,10553.91,High,2209,0
1466,37,Low,29,Low,13037.17,High,826,0
1467,53,Medium,24,Low,2427.58,Medium,656,0
1468,47,Low,61,Medium,9122.11,Medium,2307,0
1469,44,Low,30,Low,4781.88,Medium,2288,0
1470,88,Medium,27,Low,4490.8,Medium,1319,0
1471,271,High,25,Low,4784.62,Medium,1113,1
1472,37,Low,20,Low,1141.74,Medium,171,0
1473,144,High,21,Low,1954.96,Medium,925,0
1474,48,Low,30,Low,4923.27,Medium,1858,0
1475,42,Low,108,High,28648.95,High,2355,0
1476,36,Low,22,Low,1374.06,Medium,533,0
1477,32,Low,23,Low,2920.39,Medium,1109,0
1478,31,Low,44,Low,10843.56,High,1318,0
1479,108,High,24,Low,5978.71,Medium,1990,0
1480,50,Low,20,Low,884.94,Low,233,0
1481,37,Low,31,Low,1999.45,Medium,2403,0
1482,368,High,16,Low,485,Low,14,1
1483,65,Medium,14,Low,134.98,Low,1,0
1484,35,Low,35,Low,5137.42,Medium,916,0
1485,191,High,24,Low,1191.2,Medium,920,0
1486,35,Low,32,Low,6463.76,Medium,2330,0
1487,262,High,19,Low,783.02,Low,207,0
1488,302,High,16,Low,581.54,Low,928,1
1489,39,Low,28,Low,3295.15,Medium,2375,0
1490,141,High,30,Low,3327.36,Medium,1719,1
1491,43,Low,62,Medium,50042.3,High,2370,0
1492,52,Medium,35,Low,2750.86,Medium,1569,0
1493,110,High,41,Low,5471.17,Medium,2009,0
1494,45,Low,18,Low,403.94,Low,1,0
1495,43,Low,162,High,6853.4995,Medium,2361,0
1496,76,Medium,32,Low,6461.66,Medium,1896,1
1497,31,Low,24,Low,4428.44,Medium,2178,0
1498,34,Low,19,Low,378.76,Low,1,0
1499,191,High,19,Low,152,Low,1,1
1500,44,Low,34,Low,3455.28,Medium,1834,0
1501,54,Medium,38,Low,6407.33,Medium,2195,0
1502,37,Low,12,Low,535.52,Low,1,0
1503,99,Medium,34,Low,4141.64,Medium,1061,0
1504,32,Low,48,Low,7275.87,Medium,2425,0
1505,48,Low,20,Low,1990.31,Medium,459,0
1506,40,Low,19,Low,6719.53,Medium,157,0
1507,38,Low,38,Low,6772.46,Medium,1378,0
1508,31,Low,27,Low,6008.59,Medium,2404,0
1509,106,High,14,Low,520.25,Low,1,1
1510,44,Low,54,Medium,6856.52,Medium,2356,0
1511,33,Low,43,Low,4855.09,Medium,2339,0
1512,39,Low,39,Low,6282.25,Medium,2363,0
1513,38,Low,23,Low,6075.34,Medium,255,0
1514,192,High,44,Low,14739.67,High,1582,1
1515,146,High,37,Low,6154.16,Medium,1808,0
1516,36,Low,31,Low,4807.84,Medium,2330,0
1517,37,Low,32,Low,5588.62,Medium,1068,0
1518,58,Medium,26,Low,4779.82,Medium,1772,0
1519,33,Low,17,Low,1202.73,Medium,263,0
1520,107,High,39,Low,7213.37,Medium,2039,1
1521,34,Low,44,Low,5373.5,Medium,775,0
1522,60,Medium,16,Low,1489.37,Medium,194,0
1523,141,High,50,Low,46893.2,High,1864,1
1524,44,Low,77,Medium,53299.84,High,2356,0
1525,44,Low,15,Low,729.84,Low,591,0
1526,48,Low,43,Low,6350.81,Medium,1955,0
1527,46,Low,52,Medium,18446.27,High,2307,0
1528,45,Low,26,Low,2002.56,Medium,457,0
1529,290,High,18,Low,2130.34,Medium,918,1
1530,82,Medium,42,Low,8481.97,Medium,2028,0
1531,72,Medium,12,Low,152,Low,1,0
1532,80,Medium,44,Low,10064.16,High,2128,0
1533,35,Low,26,Low,3721.03,Medium,1392,0
1534,40,Low,38,Low,3481.73,Medium,1461,0
1535,34,Low,43,Low,5065.07,Medium,1060,0
1536,348,High,19,Low,476.92,Low,1,1
1537,55,Medium,38,Low,5454.55,Medium,2244,0
1538,161,High,36,Low,2739.92,Medium,1751,1
1539,152,High,36,Low,7601.14,Medium,1801,1
1540,50,Low,49,Low,19869.55,High,2311,0
1541,63,Medium,16,Low,1343.7,Medium,475,0
1542,45,Low,41,Low,5199.68,Medium,2074,0
1543,33,Low,77,Medium,40792.64,High,2389,0
1544,252,High,28,Low,2325.92,Medium,1305,1
1545,34,Low,57,Medium,7336.43,Medium,2414,0
1546,33,Low,51,Medium,7858.15,Medium,2411,0
1547,192,High,19,Low,893.98,Low,522,1
1548,36,Low,33,Low,7986.78,Medium,2363,0
1549,36,Low,91,Medium,55347.29,High,2397,0
1550,86,Medium,25,Low,4499.49,Medium,1059,0
1551,34,Low,61,Medium,13024.95,High,2373,0
1552,292,High,25,Low,4583.38,Medium,1117,1
1553,37,Low,64,Medium,13816.22,High,2375,0
1554,37,Low,34,Low,7466.45,Medium,2335,0
1555,34,Low,22,Low,1991.69,Medium,952,0
1556,49,Low,54,Medium,16357.76,High,2327,0
1557,71,Medium,15,Low,556.23,Low,1482,0
1558,376,High,25,Low,2049.64,Medium,307,1
1559,45,Low,52,Medium,9790.7,Medium,2341,0
1560,41,Low,30,Low,5431.73,Medium,893,0
1561,39,Low,18,Low,1447.42,Medium,88,0
1562,60,Medium,34,Low,8206.48,Medium,2080,0
1563,52,Medium,23,Low,3768.4,Medium,347,0
1564,129,High,27,Low,3757.64,Medium,1924,1
1565,44,Low,35,Low,4143.31,Medium,2338,0
1566,56,Medium,27,Low,2294.84,Medium,425,0
1567,181,High,20,Low,1236.97,Medium,522,1
1568,41,Low,13,Low,179,Low,1,1
1569,136,High,25,Low,3468.77,Medium,1803,0
1570,502,High,20,Low,539.99,Low,1,1
1571,55,Medium,24,Low,2033.23,Medium,871,0
1572,149,High,25,Low,1689.63,Medium,592,0
1573,66,Medium,17,Low,409.86,Low,1,0
1574,33,Low,84,Medium,44087.16,High,2401,0
1575,104,High,31,Low,3568.58,Medium,1913,0
1576,56,Medium,38,Low,3028.55,Medium,2256,0
1577,75,Medium,19,Low,671.7,Low,2055,0
1578,101,High,32,Low,4993.78,Medium,652,0
1579,317,High,22,Low,1148,Medium,172,1
1580,82,Medium,19,Low,1505.43,Medium,1090,0
1581,87,Medium,19,Low,2393.65,Medium,2127,1
1582,31,Low,51,Medium,7771.8,Medium,2373,0
1583,168,High,18,Low,429.26,Low,1,0
1584,51,Medium,32,Low,3734.89,Medium,2274,0
1585,294,High,19,Low,1616.54,Medium,815,1
1586,146,High,31,Low,2713.3,Medium,1840,1
1587,78,Medium,23,Low,2116.73,Medium,2071,0
1588,163,High,15,Low,2223.84,Medium,501,1
1589,38,Low,40,Low,4886.69,Medium,2370,0
1590,75,Medium,23,Low,1383.53,Medium,206,0
1591,45,Low,46,Low,15998.53,High,2290,0
1592,47,Low,53,Medium,6313.5,Medium,2271,0
1593,76,Medium,23,Low,3594.34,Medium,2161,0
1594,58,Medium,22,Low,1632.94,Medium,2246,1
1595,158,High,21,Low,1901.3,Medium,1751,1
1596,81,Medium,41,Low,4532.43,Medium,2165,0
1597,48,Low,87,Medium,57336.7,High,2289,0
1598,483,High,18,Low,455.32,Low,1,1
1599,263,High,18,Low,1941.85,Medium,1091,1
1600,55,Medium,23,Low,2213.18,Medium,1617,0
1601,265,High,36,Low,6264.06,Medium,1245,1
1602,267,High,19,Low,1050,Medium,928,1
1603,33,Low,21,Low,353.66,Low,565,0
1604,56,Medium,27,Low,2179.11,Medium,1274,0
1605,230,High,37,Low,10062.55,High,1418,1
1606,47,Low,27,Low,4029.64,Medium,2327,0
1607,32,Low,39,Low,7731.8,Medium,2408,0
1608,137,High,40,Low,11419.92,High,1888,0
1609,170,High,40,Low,5109.96,Medium,1729,1
1610,278,High,21,Low,1134.64,Medium,452,1
1611,63,Medium,19,Low,1726.07,Medium,1351,0
1612,73,Medium,22,Low,573.64,Low,195,0
1613,51,Medium,21,Low,6554.06,Medium,734,0
1614,87,Medium,15,Low,271.97,Low,1,0
1615,52,Medium,20,Low,1533.28,Medium,2072,0
1616,39,Low,29,Low,2596.09,Medium,743,0
1617,33,Low,48,Low,9058.67,Medium,2314,0
1618,92,Medium,16,Low,721.75,Low,1,1
1619,57,Medium,47,Low,11154.27,High,2284,0
1620,391,High,27,Low,1730.55,Medium,624,1
1621,37,Low,104,High,65279.16,High,2392,0
1622,174,High,28,Low,1674.37,Medium,1569,1
1623,98,Medium,45,Low,7432.53,Medium,1941,0
1624,32,Low,31,Low,5236.29,Medium,2413,0
1625,149,High,20,Low,3249.75,Medium,497,1
1626,36,Low,34,Low,3654.71,Medium,2204,0
1627,38,Low,20,Low,1253.17,Medium,608,1
1628,33,Low,46,Low,6786.66,Medium,2293,0
1629,365,High,24,Low,1142.26,Medium,670,1
1630,423,High,13,Low,290.1,Low,1,1
1631,369,High,12,Low,295,Low,1,1
1632,37,Low,51,Medium,3744.98,Medium,2297,0
1633,48,Low,29,Low,3796.64,Medium,2074,0
1634,34,Low,79,Medium,24266.84,High,2394,0
1635,54,Medium,50,Low,6109.31,Medium,1862,0
1636,64,Medium,30,Low,3718.76,Medium,1206,0
1637,155,High,22,Low,1578.35,Medium,1798,1
1638,35,Low,31,Low,4211.2,Medium,1615,0
1639,32,Low,22,Low,4006.15,Medium,884,1
1640,148,High,12,Low,328.6,Low,1,1
1641,56,Medium,47,Low,6512.76,Medium,2209,0
1642,42,Low,32,Low,5077.24,Medium,2172,0
1643,38,Low,24,Low,1693.44,Medium,460,0
1644,61,Medium,25,Low,2323.51,Medium,1763,0
